rank,company,revenues,revenue_percent_change,profits,profits_percent_change,assets,market_value,change_in_rank_1000,employees,change_in_rank_500,link
212,Colgate-Palmolive,"$20,101",3.30%,"$2,889",25.60%,"$16,046","$75,998.6",-5,"34,000",-5,View More details about Colgate-Palmolive
213,Kimberly-Clark,"$20,058",-1.80%,"$2,545",44.30%,"$16,546","$47,167.5",-15,"38,000",-15,View More details about Kimberly-Clark
214,Group 1 Automotive,"$19,934.3",11.50%,$498.1,-17.20%,"$9,824.2","$4,981.1",15,"20,413",15,View More details about Group 1 Automotive
215,Parker-Hannifin,"$19,929.6",4.50%,"$2,844.2",36.50%,"$29,297.8","$78,269.7",1,"61,120",1,View More details about Parker-Hannifin
216,General Mills,"$19,857.2",-1.20%,"$2,496.6",-3.80%,"$31,469.9","$32,741",-13,"34,000",-13,View More details about General Mills
217,Cognizant Technology Solutions,"$19,736",2%,"$2,240",5.40%,"$19,966","$37,838.1",-4,"336,800",-4,View More details about Cognizant Technology Solutions
218,American Electric Power,"$19,721.3",3.90%,"$2,967.1",34.40%,"$103,078","$58,348.8",-1,"16,330",-1,View More details about American Electric Power
219,GE HealthCare Technologies,"$19,672",0.60%,"$1,993",27.10%,"$33,089","$36,908.5",-13,"53,000",-13,View More details about GE HealthCare Technologies
220,Automatic Data Processing,"$19,202.6",6.60%,"$3,752",10%,"$54,362.7","$124,311.3",8,"64,000",8,View More details about Automatic Data Processing
221,Cleveland-Cliffs,"$19,185",-12.80%,$-754,-289%,"$20,947","$4,064.6",-36,"30,000",-36,View More details about Cleveland-Cliffs
222,Aflac,"$18,927",1.20%,"$5,443",16.80%,"$117,566","$60,689.1",-,"12,694",-,View More details about Aflac
223,Goodyear Tire & Rubber,"$18,878",-5.90%,$70,,"$20,964","$2,634.5",-19,"68,000",-19,View More details about Goodyear Tire & Rubber
224,Corebridge Financial,"$18,781",,"$2,230",,"$389,397","$17,552.8",-,"5,200",-,View More details about Corebridge Financial
225,Newmont,"$18,682",58.20%,"$3,348",,"$56,349","$54,424",124,"22,200",124,View More details about Newmont
226,International Paper,"$18,619",-1.60%,$557,93.40%,"$22,800","$28,068.8",-8,"37,000",-8,View More details about International Paper
227,AutoZone,"$18,490.3",5.90%,"$2,662.4",5.30%,"$17,176.5","$63,782.7",9,"100,800",9,View More details about AutoZone
228,Lincoln National,"$18,442",58.40%,"$3,275",,"$390,831","$6,119.2",126,"9,783",126,View More details about Lincoln National
229,PulteGroup,"$17,947",11.70%,"$3,083.3",18.50%,"$17,363.8","$20,723",26,"6,793",26,View More details about PulteGroup
230,Ameriprise Financial,"$17,926",11.40%,"$3,401",33.10%,"$181,403","$46,384.5",24,"13,600",24,View More details about Ameriprise Financial
231,Murphy USA,"$17,909.4",-6.90%,$502.5,-9.80%,"$4,541.6","$9,299.8",-17,"11,550",-17,View More details about Murphy USA
232,ManpowerGroup,"$17,853.9",-5.60%,$145.1,63.40%,"$8,201","$2,705.3",-13,"26,700",-13,View More details about ManpowerGroup
233,C.H. Robinson Worldwide,"$17,725",0.70%,$465.7,43.20%,"$5,297.9","$12,106.4",-,"13,781",-,View More details about C.H. Robinson Worldwide
234,PPG Industries,"$17,723",-2.90%,"$1,116",-12.10%,"$19,433","$24,819.7",-8,"46,000",-8,View More details about PPG Industries
235,Edison International,"$17,599",7.70%,"$1,284",7.30%,"$85,579","$22,685.6",15,"14,013",15,View More details about Edison International
236,Steel Dynamics,"$17,540.4",-6.70%,"$1,537.1",-37.30%,"$14,935.2","$18,749.1",-15,"13,000",-15,View More details about Steel Dynamics
237,Loews,"$17,510",10.10%,"$1,414",-1.40%,"$81,943","$19,564.1",23,"13,000",23,View More details about Loews
238,Emerson Electric,"$17,492",-4.80%,"$1,968",-85.10%,"$44,246","$61,826",-14,"73,000",-14,View More details about Emerson Electric
239,Aramark,"$17,400.7",-7.70%,$262.5,-61.10%,"$12,674.4","$9,151.4",-19,"266,680",-19,View More details about Aramark
240,MGM Resorts International,"$17,240.5",6.70%,$746.6,-34.60%,"$42,231.6","$8,386.7",11,"69,000",11,View More details about MGM Resorts International
241,Vistra,"$17,224",16.50%,"$2,659",78.10%,"$37,770","$39,948",42,"6,850",42,View More details about Vistra
242,Asbury Automotive Group,"$17,188.6",16.10%,$430.3,-28.60%,"$10,337","$4,338.5",39,"15,000",39,View More details about Asbury Automotive Group
243,W.W. Grainger,"$17,168",4.20%,"$1,909",4.40%,"$8,829","$47,585.2",5,"25,000",5,View More details about W.W. Grainger
244,Global Partners,"$17,163.6",4.10%,$110.3,-27.70%,"$3,788.2","$1,814.7",3,"3,833",3,View More details about Global Partners
245,Jacobs Solutions,"$16,973.9",3.80%,$806.1,21.10%,"$11,759","$14,814.3",4,"44,050",4,View More details about Jacobs Solutions
246,Corteva,"$16,908",-1.80%,$907,23.40%,"$40,825","$42,982.1",-8,"22,000",-8,View More details about Corteva
247,Peter Kiewit Sons',"$16,838",-1.60%,"$1,315",11.80%,"$11,481",-,-8,"31,800",-8,View More details about Peter Kiewit Sons'
248,Boston Scientific,"$16,747",17.60%,"$1,853",16.50%,"$39,395","$149,208.6",52,"53,000",52,View More details about Boston Scientific
249,O'Reilly Automotive,"$16,708.5",5.70%,"$2,386.7",1.70%,"$14,893.7","$82,001.6",12,"85,579",12,View More details about O'Reilly Automotive
250,Leidos Holdings,"$16,662",7.90%,"$1,254",530.20%,"$13,104","$17,301.2",16,"48,000",16,View More details about Leidos Holdings
251,Markel Group,"$16,620.8",5.20%,"$2,747",37.60%,"$61,898","$23,874.9",11,"22,000",11,View More details about Markel Group
252,Whirlpool,"$16,607",-14.60%,$-323,-167.20%,"$16,301","$4,991.8",-44,"44,000",-44,View More details about Whirlpool
253,Guardian Life Ins. Co. of America,"$16,471",2.10%,$258,-31.20%,"$98,630",-,-1,"7,472",-1,View More details about Guardian Life Ins. Co. of America
254,Builders FirstSource,"$16,400.5",-4.10%,"$1,077.9",-30%,"$10,583.1","$14,195.9",-14,"29,000",-14,View More details about Builders FirstSource
255,Ally Financial,"$16,389",2.60%,$668,-34.50%,"$191,836","$11,201.2",2,"10,700",2,View More details about Ally Financial
256,Targa Resources,"$16,381.5",2%,"$1,312",-2.50%,"$22,734.1","$43,619.3",-,"3,370",-,View More details about Targa Resources
257,Fluor,"$16,315",5.40%,"$2,145",1443.20%,"$9,143","$6,018.5",8,"26,866",8,View More details about Fluor
258,Intuit,"$16,285",13.30%,"$2,963",24.30%,"$32,132","$171,648.3",39,"24,200",39,View More details about Intuit
259,AECOM,"$16,283.7",11.60%,$402.3,627%,"$12,061.7","$12,304.3",32,"51,000",32,View More details about AECOM
260,Jones Financial (Edward Jones),"$16,257",15.50%,"$1,981",22.90%,"$28,964",-,43,"55,000",43,View More details about Jones Financial (Edward Jones)
261,Kohl's,"$16,221",-7.20%,$109,-65.60%,"$13,559",$910.6,-26,"60,000",-26,View More details about Kohl's
262,Land O'Lakes,"$16,206.8",-3.50%,$238.3,-6.30%,"$9,525.2",-,-17,"9,000",-17,View More details about Land O'Lakes
263,Principal Financial,"$16,127.7",18%,"$1,571",152.10%,"$313,663.6","$19,031.5",47,"19,700",47,View More details about Principal Financial
264,Dominion Energy,"$16,070",-10.10%,"$2,124",6.50%,"$102,415","$47,783.7",-34,"14,700",-34,View More details about Dominion Energy
265,Kyndryl Holdings,"$16,052",-5.70%,$-340,,"$10,590","$7,306.6",-24,"80,000",-24,View More details about Kyndryl Holdings
266,Republic Services,"$16,032",7.10%,"$2,043",18%,"$32,402","$75,622.9",10,"42,000",10,View More details about Republic Services
267,Devon Energy,"$15,940",4.50%,"$2,891",-22.80%,"$30,489","$24,272.6",4,"2,300",4,View More details about Devon Energy
268,Illinois Tool Works,"$15,898",-1.30%,"$3,488",18%,"$15,067","$72,757.7",-15,"44,000",-15,View More details about Illinois Tool Works
269,Northern Trust,"$15,875.6",31%,"$2,031.1",83.40%,"$155,508.4","$19,233.9",73,"23,300",73,View More details about Northern Trust
270,Auto-Owners Insurance,"$15,839",22.40%,$695.4,,"$39,574.5",-,44,"7,329",44,View More details about Auto-Owners Insurance
271,Universal Health Services,"$15,827.9",10.80%,"$1,142.1",59.10%,"$14,469.7","$12,213.9",28,"87,500",28,View More details about Universal Health Services
272,Pacific Life,"$15,827",6.90%,"$1,227",40.20%,"$238,905",-,10,"4,334",10,View More details about Pacific Life
273,EchoStar,"$15,825.5",-7%,$-119.5,,"$60,938.7","$7,330",-31,"13,700",-31,View More details about EchoStar
274,Ecolab,"$15,741.4",2.70%,"$2,112.4",53.90%,"$22,387.8","$71,906.5",-5,"48,000",-5,View More details about Ecolab
275,Cheniere Energy,"$15,703",-23%,"$3,252",-67.10%,"$43,858","$51,756.2",-75,"1,714",-75,View More details about Cheniere Energy
276,Omnicom Group,"$15,689.1",6.80%,"$1,480.6",6.40%,"$29,620.7","$16,298.1",11,"74,900",11,View More details about Omnicom Group
277,Texas Instruments,"$15,641",-10.70%,"$4,799",-26.30%,"$35,509","$163,512.2",-43,"34,000",-43,View More details about Texas Instruments
278,United States Steel,"$15,640",-13.40%,$384,-57.10%,"$20,235","$9,567.9",-51,"22,053",-51,View More details about United States Steel
279,Estée Lauder,"$15,608",-1.90%,$390,-61.20%,"$21,677","$23,741.2",-20,"53,010",-20,View More details about Estée Lauder
280,Farmers Insurance Exchange,"$15,456.4",1.70%,$588.6,,"$25,492.9",-,-7,"9,909",-7,View More details about Farmers Insurance Exchange
281,Kenvue,"$15,455",,"$1,030",,"$25,601","$45,831.6",-,"22,000",-,View More details about Kenvue
282,IQVIA Holdings,"$15,405",2.80%,"$1,373",1.10%,"$26,899","$31,084.3",-7,"88,000",-7,View More details about IQVIA Holdings
283,Stanley Black & Decker,"$15,365.7",-2.60%,$294.3,,"$21,848.9","$11,880.8",-20,"48,500",-20,View More details about Stanley Black & Decker
284,Keurig Dr Pepper,"$15,351",3.60%,"$1,441",-33.90%,"$53,430","$46,428",-5,"29,400",-5,View More details about Keurig Dr Pepper
285,United Rentals,"$15,345",7.10%,"$2,575",6.20%,"$28,163","$40,943.6",13,"27,900",13,View More details about United Rentals
286,Consolidated Edison,"$15,256",4%,"$1,820",-27.70%,"$70,562","$39,046.2",3,"15,097",3,View More details about Consolidated Edison
287,Amphenol,"$15,222.7",21.30%,"$2,424",25.70%,"$21,440.2","$79,480.9",38,"125,000",38,View More details about Amphenol
288,Baxter International,"$15,149",-0.90%,$-649,-124.40%,"$25,782","$17,557.4",-18,"38,000",-18,View More details about Baxter International
289,Kinder Morgan,"$15,100",-1.50%,"$2,613",9.30%,"$71,407","$63,392.6",-21,"10,933",-21,View More details about Kinder Morgan
290,Gap,"$15,086",1.30%,$844,68.10%,"$11,885","$7,726.8",-12,"82,000",-12,View More details about Gap
291,Nordstrom,"$15,016",2.20%,$294,119.40%,"$8,966","$4,080.7",-5,"41,000",-5,View More details about Nordstrom
292,Super Micro Computer,"$14,989.3",110.40%,"$1,152.7",80.10%,"$9,826.1","$20,320.8",206,"5,684",206,View More details about Super Micro Computer
293,First Citizens BancShares,"$14,968",-33.40%,"$2,777",-75.80%,"$223,720","$24,890.9",-111,"17,333",-111,View More details about First Citizens BancShares
294,Raymond James Financial,"$14,923",14.90%,"$2,068",18.90%,"$82,992","$28,464.1",18,"19,000",18,View More details about Raymond James Financial
295,Lam Research,"$14,905.4",-14.50%,"$3,827.8",-15.10%,"$18,744.7","$93,322.2",-58,"17,450",-58,View More details about Lam Research
296,Tractor Supply,"$14,883.2",2.20%,"$1,101.2",-0.50%,"$9,805.5","$29,292",-3,"39,000",-3,View More details about Tractor Supply
297,Casey's General Stores,"$14,862.9",-1.50%,$502,12.40%,"$6,347.4","$16,111.1",-23,"33,147",-23,View More details about Casey's General Stores
298,Viatris,"$14,739.3",-4.50%,$-634.2,-1259.40%,"$41,500.9","$10,397",-31,"32,000",-31,View More details about Viatris
299,Mutual of Omaha,"$14,622.2",5.50%,$146.1,206.10%,"$55,398",-,7,"6,532",7,View More details about Mutual of Omaha
300,EMCOR Group,"$14,566.1",15.80%,"$1,007.1",59.10%,"$7,716.5","$16,808",24,"40,400",24,View More details about EMCOR Group
301,CSX,"$14,540",-0.80%,"$3,470",-5.40%,"$42,764","$55,468.1",-11,"23,536",-11,View More details about CSX
302,LKQ,"$14,355",3.50%,$690,-26.30%,"$14,955","$10,998.8",3,"47,000",3,View More details about LKQ
303,Otis Worldwide,"$14,261",0.40%,"$1,645",17%,"$11,316","$40,920.7",-2,"72,000",-2,View More details about Otis Worldwide
304,Sonic Automotive,"$14,224.3",-1%,$216,21.20%,"$5,895.7","$1,928.9",-8,"10,800",-8,View More details about Sonic Automotive
305,S&P Global,"$14,208",13.70%,"$3,852",46.70%,"$60,221","$159,462.4",24,"42,350",24,View More details about S&P Global
306,Regeneron Pharmaceuticals,"$14,202",8.30%,"$4,412.6",11.60%,"$37,759.4","$69,337",5,"15,106",5,View More details about Regeneron Pharmaceuticals
307,BorgWarner,"$14,086",-11.50%,$338,-45.90%,"$13,993","$6,294",-49,"38,300",-49,View More details about BorgWarner
308,Fox,"$13,980",-6.30%,"$1,501",21.10%,"$21,972","$24,747.6",-31,"10,200",-31,View More details about Fox
309,Reliance,"$13,835",-6.60%,$875.2,-34.50%,"$10,021.8","$15,295.7",-29,"16,050",-29,View More details about Reliance
310,Western & Southern Financial Group,"$13,769.2",-6.80%,$875.2,80.50%,"$81,187.5",-,-26,"2,744",-26,View More details about Western & Southern Financial Group
311,Textron,"$13,702",0.10%,$824,-10.50%,"$16,838","$13,122.1",-3,"34,000",-3,View More details about Textron
312,Expedia Group,"$13,691",6.60%,"$1,234",54.80%,"$22,388","$21,660.9",3,"16,500",3,View More details about Expedia Group
313,Fidelity National Financial,"$13,681",16.40%,"$1,270",145.60%,"$95,372","$17,896.3",38,"23,533",38,View More details about Fidelity National Financial
314,Carvana,"$13,673",26.90%,$210,-53.30%,"$8,484","$42,811",63,"17,400",63,View More details about Carvana
315,DXC Technology,"$13,667",-5.30%,$91,,"$13,871","$3,086.9",-21,"130,000",-21,View More details about DXC Technology
316,W.R. Berkley,"$13,638.8",12.30%,"$1,756.1",27.10%,"$40,567.3","$26,985.7",24,"8,606",24,View More details about W.R. Berkley
317,M&T Bank,"$13,453",5.50%,"$2,588",-5.60%,"$208,105","$29,366.9",-,"22,101",-,View More details about M&T Bank
318,Dick's Sporting Goods,"$13,442.8",3.50%,"$1,165.3",11.40%,"$10,458.7","$16,095.7",-5,"37,350",-5,View More details about Dick's Sporting Goods
319,Xcel Energy,"$13,441",-5.40%,"$1,936",9.30%,"$70,035","$40,672.6",-17,"11,380",-17,View More details about Xcel Energy
320,Fifth Third Bancorp,"$13,275",5%,"$2,314",-1.50%,"$212,927","$26,189.5",1,"18,616",1,View More details about Fifth Third Bancorp
321,Blackstone,"$13,230",64.90%,"$2,776.5",99.60%,"$43,469.9","$101,957.8",143,"4,895",143,View More details about Blackstone
322,Sempra,"$13,185",-21.10%,"$2,861",-6.90%,"$96,155","$46,520.5",-76,"16,773",-76,View More details about Sempra
323,Erie Insurance Group,"$13,176.9",21.90%,$694.5,,"$30,022.9",-,53,"6,747",53,View More details about Erie Insurance Group
324,Corning,"$13,118",4.20%,$506,-12.90%,"$27,735","$39,223.3",-1,"56,300",-1,View More details about Corning
325,Lumen Technologies,"$13,108",-10%,$-55,,"$33,496","$4,018.4",-33,"25,000",-33,View More details about Lumen Technologies
326,FirstEnergy,"$13,043",4.80%,$978,-11.30%,"$52,044","$23,310.1",5,"12,294",5,View More details about FirstEnergy
327,Hess,"$13,018",22.30%,"$2,769",100.40%,"$26,551","$49,243.4",51,"1,797",51,View More details about Hess
328,Labcorp Holdings,"$13,008.9",-4.80%,$746,78.50%,"$18,379","$19,480.3",-19,"65,450",-19,View More details about Labcorp Holdings
329,Western Digital,"$13,003",5.60%,$-798,,"$24,188","$14,062.5",5,"51,000",5,View More details about Western Digital
330,Unum Group,"$12,887.3",4%,"$1,779.1",38.60%,"$61,959.3","$14,400.3",2,"10,948",2,View More details about Unum Group
331,DaVita,"$12,815.6",5.60%,$936.3,35.40%,"$17,285.3","$12,237.6",10,"76,000",10,View More details about DaVita
332,Kellanova,"$12,749",-16.20%,"$1,343",41.20%,"$15,628","$28,476.9",-60,"24,000",-60,View More details about Kellanova
333,Henry Schein,"$12,673",2.70%,$390,-6.30%,"$10,218","$8,504.9",-,"25,000",-,View More details about Henry Schein
334,Ryder System,"$12,636",7.20%,$489,20.40%,"$16,672","$6,002.9",16,"50,700",16,View More details about Ryder System
335,Community Health Systems,"$12,634",1.20%,$-516,,"$14,054",$379.1,-5,"52,500",-5,View More details about Community Health Systems
336,Delek US Holdings,"$12,464.2",-26.30%,$-560.4,-2930.30%,"$6,665.8",$932.3,-92,"1,987",-92,View More details about Delek US Holdings
337,DTE Energy,"$12,457",-2.30%,"$1,404",0.50%,"$48,846","$28,693.5",-19,"9,500",-19,View More details about DTE Energy
338,Equitable Holdings,"$12,437",18.10%,"$1,307",0.40%,"$295,866","$15,982.7",43,"10,300",43,View More details about Equitable Holdings
339,DuPont,"$12,386",-1.10%,$703,66.20%,"$36,636","$31,219.9",-12,"24,000",-12,View More details about DuPont
340,LPL Financial Holdings,"$12,385.1",23.20%,"$1,058.6",-0.70%,"$13,317.4","$24,399.1",52,"9,000",52,View More details about LPL Financial Holdings
341,Citizens Financial Group,"$12,362",1.40%,"$1,509",-6.20%,"$217,521","$17,909.4",-4,"17,287",-4,View More details about Citizens Financial Group
342,MasTec,"$12,303.5",2.60%,$162.8,,"$8,975.3","$9,254.1",5,"32,000",5,View More details about MasTec
343,AES,"$12,278",-3.10%,"$1,679",574.30%,"$47,406","$8,841.8",-24,"9,100",-24,View More details about AES
344,Berry Global Group,"$12,258",-3.20%,$516,-15.30%,"$16,613","$8,084",-24,"42,000",-24,View More details about Berry Global Group
345,Westlake,"$12,142",-3.20%,$602,25.70%,"$20,750","$12,852.8",-19,"15,540",-19,View More details about Westlake
346,Norfolk Southern,"$12,123",-0.30%,"$2,622",43.50%,"$43,682","$58,397.3",-8,"19,600",-8,View More details about Norfolk Southern
347,Air Products & Chemicals,"$12,100.6",-4%,"$3,828.2",66.40%,"$39,574.6","$65,612.5",-25,"22,425",-25,View More details about Air Products & Chemicals
348,J.B. Hunt Transport Services,"$12,087.2",-5.80%,$570.9,-21.60%,"$8,312.3","$14,796.2",-32,"33,646",-32,View More details about J.B. Hunt Transport Services
349,Ball,"$12,056",-14.10%,"$4,008",466.90%,"$17,628","$14,703.5",-45,"16,000",-45,View More details about Ball
350,Conagra Brands,"$12,050.9",-1.80%,$347.2,-49.20%,"$20,862.3","$12,730.1",-14,"18,500",-14,View More details about Conagra Brands
351,Huntington Bancshares,"$11,961",10.40%,"$1,940",-0.60%,"$204,230","$21,925.9",24,"19,932",24,View More details about Huntington Bancshares
352,Hormel Foods,"$11,920.8",-1.60%,$805,1.40%,"$13,434.7","$17,014.3",-9,"20,000",-9,View More details about Hormel Foods
353,Eversource Energy,"$11,900.8",-0.10%,$811.7,,"$59,594.5","$22,799.5",-5,"10,680",-5,View More details about Eversource Energy
354,Alcoa,"$11,895",12.70%,$60,,"$14,064","$7,896",26,"13,900",26,View More details about Alcoa
355,Entergy,"$11,879.7",-2.20%,"$1,055.6",-55.20%,"$64,790","$38,157.7",-16,"12,267",-16,View More details about Entergy
356,Assurant,"$11,877.5",6.70%,$760.2,18.30%,"$35,020.6","$10,653.6",9,"14,200",9,View More details about Assurant
357,Chewy,"$11,861.3",6.40%,$392.7,892.30%,"$3,014.5","$13,447.4",5,"18,000",5,View More details about Chewy
358,Wayfair,"$11,851",-1.30%,$-492,,"$3,459","$4,064.8",-12,"12,100",-12,View More details about Wayfair
359,Crown Holdings,"$11,801",-1.70%,$424,-5.80%,"$13,848","$10,440.2",-15,"23,000",-15,View More details about Crown Holdings
360,Avis Budget Group,"$11,789",-1.80%,"$-1,821",-211.60%,"$29,041","$2,671.1",-15,"20,500",-15,View More details about Avis Budget Group
361,Intercontinental Exchange,"$11,761",18.80%,"$2,754",16.30%,"$139,428","$99,100.9",36,"12,920",36,View More details about Intercontinental Exchange
362,Alaska Air Group,"$11,735",12.60%,$395,68.10%,"$19,768","$6,041.8",23,"32,074",23,View More details about Alaska Air Group
363,GXO Logistics,"$11,709",19.70%,$134,-41.50%,"$11,266","$4,670.8",39,"128,500",39,View More details about GXO Logistics
364,AGCO,"$11,661.9",-19.10%,$-424.8,-136.30%,"$11,190.6","$6,904.1",-69,"24,000",-69,View More details about AGCO
365,Graybar Electric,"$11,645.5",5.50%,$423.1,-8.70%,"$4,307.2",-,2,"10,000",2,View More details about Graybar Electric
366,Molson Coors Beverage,"$11,627",-0.60%,"$1,122.4",18.30%,"$26,064.3","$12,320.4",-14,"16,800",-14,View More details about Molson Coors Beverage
367,Arthur J. Gallagher,"$11,554.9",14.70%,"$1,462.7",50.90%,"$64,255.2","$88,289.9",24,"55,977",24,View More details about Arthur J. Gallagher
368,Huntington Ingalls Industries,"$11,535",0.70%,$550,-19.20%,"$12,141","$8,005.6",-11,"44,000",-11,View More details about Huntington Ingalls Industries
369,International Flavors & Fragrances,"$11,484",,$243,,"$28,667","$19,847.6",-13,"22,400",-13,View More details about International Flavors & Fragrances
370,Darden Restaurants,"$11,390",8.60%,"$1,027.6",4.70%,"$11,323","$24,338.4",13,"191,105",13,View More details about Darden Restaurants
371,Cincinnati Financial,"$11,337.5",13.20%,"$2,292.3",24.40%,"$36,500.7","$23,127.7",22,"5,624",22,View More details about Cincinnati Financial
372,Chipotle Mexican Grill,"$11,313.9",14.60%,"$1,534.1",24.90%,"$9,204.4","$68,051.5",27,"130,504",27,View More details about Chipotle Mexican Grill
373,Yum China Holdings,"$11,303",3%,$911,10.20%,"$11,121","$19,522.3",-5,"245,500",-5,View More details about Yum China Holdings
374,Las Vegas Sands,"$11,298",8.90%,"$1,446",18.40%,"$20,666","$27,656.6",13,"40,100",13,View More details about Las Vegas Sands
375,Ulta Beauty,"$11,295.7",0.80%,"$1,201.1",-7%,"$6,001.7","$16,607.7",-15,"39,000",-15,View More details about Ulta Beauty
376,Caesars Entertainment,"$11,270",-3.50%,$-278,-135.40%,"$32,590","$5,300.3",-23,"50,000",-23,View More details about Caesars Entertainment
377,BrightSpring Health Services,"$11,266.5",27.60%,$-18.1,,"$5,926.1","$3,165.3",59,"37,000",59,View More details about BrightSpring Health Services
378,Andersons,"$11,257.5",-23.70%,$114,12.70%,"$4,121.3","$1,467.7",-93,"2,262",-93,View More details about Andersons
379,Hershey,"$11,202.3",0.30%,"$2,221.2",19.30%,"$12,946.9","$34,644.3",-18,"19,285",-18,View More details about Hershey
380,Hilton Worldwide Holdings,"$11,174",9.20%,"$1,535",34.50%,"$16,522","$54,524.2",9,"181,000",9,View More details about Hilton Worldwide Holdings
381,Mosaic,"$11,122.8",-18.80%,$174.9,-85%,"$22,924","$8,560.5",-74,"13,765",-74,View More details about Mosaic
382,Airbnb,"$11,102",11.90%,"$2,648",-44.70%,"$20,959","$75,324.3",14,"7,300",14,View More details about Airbnb
383,Diamondback Energy,"$11,066",31.60%,"$3,338",6.20%,"$67,292","$46,275.8",66,"1,983",66,View More details about Diamondback Energy
384,American Tower,"$11,038.4",-0.90%,"$2,255",52%,"$61,077.4","$101,718.7",-21,"4,691",-21,View More details about American Tower
385,Vertex Pharmaceuticals,"$11,020.1",11.70%,$-535.6,-114.80%,"$22,533.2","$124,496.9",15,"6,100",15,View More details about Vertex Pharmaceuticals
386,ServiceNow,"$10,984",22.40%,"$1,425",-17.70%,"$20,383","$164,959.7",46,"26,293",46,View More details about ServiceNow
387,Owens Corning,"$10,975",13.40%,$647,-45.90%,"$14,075","$12,216.9",20,"25,000",20,View More details about Owens Corning
388,Thrivent Financial,"$10,918.3",12.30%,$585.7,68.70%,"$119,415.7",-,17,"3,983",17,View More details about Thrivent Financial
389,Advance Auto Parts,"$10,890.9",-3.50%,$-335.8,-1229.30%,"$10,798.1","$2,346.1",-31,"48,000",-31,View More details about Advance Auto Parts
390,Toll Brothers,"$10,846.7",8.50%,"$1,571.2",14.50%,"$13,367.9","$10,499.6",4,"4,900",4,View More details about Toll Brothers
391,Mohawk Industries,"$10,836.9",-2.70%,$517.7,,"$12,778.6","$7,146.2",-27,"41,900",-27,View More details about Mohawk Industries
392,Motorola Solutions,"$10,817",8.40%,"$1,577",-7.70%,"$14,595","$73,098.3",3,"21,000",3,View More details about Motorola Solutions
393,Oshkosh,"$10,730.2",11.10%,$681.4,13.90%,"$9,423.1","$6,080.1",16,"18,500",16,View More details about Oshkosh
394,DoorDash,"$10,722",24.20%,$123,,"$12,845","$76,781",49,"23,700",49,View More details about DoorDash
395,Accendra Health,"$10,700.9",3.60%,$-362.7,,"$4,656.2",$697.5,-7,"23,200",-7,View More details about Accendra Health
396,NVR,"$10,692.9",10.40%,"$1,681.9",5.70%,"$6,381","$21,508.6",10,"7,000",10,View More details about NVR
397,Interpublic Group,"$10,691.7",-1.80%,$689.5,-37.20%,"$18,325.8","$10,121.2",-25,"53,300",-25,View More details about Interpublic Group
398,Booz Allen Hamilton Holding,"$10,661.9",15.20%,$605.7,122.90%,"$6,563.7","$13,244.6",24,"34,200",24,View More details about Booz Allen Hamilton Holding
399,Burlington Stores,"$10,634.8",9.30%,$503.6,48.30%,"$8,770.4","$15,063.6",5,"47,295",5,View More details about Burlington Stores
400,Expeditors Intl. of Washington,"$10,600.5",14%,$810.1,7.60%,"$4,754.5","$16,565.2",20,"18,917",20,View More details about Expeditors Intl. of Washington
401,Lululemon athletica,"$10,588.1",10.10%,"$1,814.6",17.10%,"$7,603.3","$35,595.7",10,"39,000",10,View More details about Lululemon athletica
402,Fidelity National Information (FIS),"$10,540",-28.20%,"$1,450",,"$33,784","$39,557.4",-114,"50,000",-114,View More details about Fidelity National Information (FIS)
403,Jefferies Financial Group,"$10,515.1",41.30%,$743.4,167.70%,"$64,360.3","$11,043.4",77,"7,822",77,View More details about Jefferies Financial Group
404,Williams,"$10,503",-3.70%,"$2,225",-30%,"$54,532","$72,948.2",-33,"5,829",-33,View More details about Williams
405,VF,"$10,454.7",-10%,$-968.9,-917%,"$11,613","$6,046.2",-50,"24,000",-50,View More details about VF
406,FM,"$10,413.6",11.30%,"$3,390.5",-9.60%,"$39,637.7",-,12,"5,845",12,View More details about FM
407,Autoliv,"$10,390",-0.80%,$646,32.40%,"$7,804","$6,848",-23,"62,266",-23,View More details about Autoliv
408,Westinghouse Air Brake,"$10,387",7.30%,"$1,056",29.60%,"$18,702","$30,983.3",-1,"29,500",-1,View More details about Westinghouse Air Brake
409,Public Service Enterprise Group,"$10,290",-8.40%,"$1,772",-30.90%,"$54,640","$41,031.6",-50,"13,047",-50,View More details about Public Service Enterprise Group
410,Dana,"$10,284",-2.60%,$-57,-250%,"$7,485","$1,942.5",-31,"39,600",-31,View More details about Dana
411,Ebay,"$10,283",1.70%,"$1,975",-28.60%,"$19,365","$31,562.2",-21,"11,500",-21,View More details about Ebay
412,Celanese,"$10,280",-6%,"$-1,522",-177.70%,"$22,857","$6,344.3",-43,"12,163",-43,View More details about Celanese
413,Global Payments,"$10,105.9",4.70%,"$1,570.4",59.20%,"$46,890.3","$24,076.2",-3,"27,000",-3,View More details about Global Payments
414,News Corp.,"$10,085",2.10%,$266,78.50%,"$16,684","$16,040.9",-16,"23,900",-16,View More details about News Corp.
415,Thor Industries,"$10,043.4",-9.70%,$265.3,-29.10%,"$7,020.8","$4,033.4",-49,"22,300",-49,View More details about Thor Industries
416,QVC Group,"$10,037",-8%,"$-1,290",,"$9,243",$139.8,-46,"18,984",-46,View More details about QVC Group
